Stations_id,von_datum,bis_datum,Stationshoehe,geoBreite,geoLaenge,Stationsname,Bundesland
5267,19640101,19751231,86,52.0722,11.0222,Wackersleben,Sachsen-Anhalt
5275,19860101,20191231,105,49.2445,8.5374,Waghäusel-Kirrlach,Baden-Württemberg
5277,20070101,20081231,349,50.8119,9.128,Wahlen,Hessen
5279,19490101,20191231,176,51.6194,9.5749,Wesertal-Lippoldsberg,Hessen
5280,19820101,20191231,35,53.9224,10.2267,Wittenborn,Schleswig-Holstein
5282,19170101,19731231,246,51.1197,13.6744,Wahnsdorf bei Dresden,Sachsen
5284,19780101,19911231,224,48.8279,9.3228,Waiblingen,Baden-Württemberg
5289,19830101,20071231,595,48.4918,8.5612,Waldachtal-Lützenhardt,Baden-Württemberg
5291,19480101,19611231,1005,47.976,8.1558,Waldau-Jostal,Baden-Württemberg
5296,19360101,19881231,376,51.207,9.0658,Waldeck,Hessen
5300,19510101,20191231,380,50.2596,8.3607,Waldems-Reinborn,Hessen
5306,19720101,20031231,940,48.9293,13.4641,Waldhäuser (National Park),Bayern
5317,19490101,19571231,509,50.0097,12.2979,Waldsassen,Bayern
5320,19380101,19901231,330,47.6172,8.2388,Waldshut,Baden-Württemberg
5335,18820101,20191231,348,50.8963,10.5484,Waltershausen,Thüringen
5344,19420101,20061231,2,53.7865,7.9096,Wangerooge,Niedersachsen
5347,20070101,20191231,236,51.504,9.1118,Warburg,Nordrhein-Westfalen
5349,18900101,20191231,73,53.5196,12.6654,Waren (Müritz),Mecklenburg-Vorpommern
5361,19310101,20051231,270,50.6271,9.442,Wartenberg-Angersbach,Hessen
5369,19480101,19931231,443,48.0572,12.2202,Wasserburg,Bayern
5371,19310101,20191231,921,50.4973,9.9427,Wasserkuppe,Hessen
5377,19480101,19521231,1923,47.5714,12.9337,Watzmannhaus,Bayern
5397,18810101,20191231,440,49.6663,12.1845,Weiden,Bayern
5398,19310101,19701231,425,49.1965,10.6487,"Weidenbach, Kr.Ansbach",Bayern
5403,19920101,20041231,309,49.59,10.2588,Weigenheim-Reusch,Bayern
5404,18850101,20191231,477,48.4024,11.6946,Weihenstephan-Dürnast,Bayern
5410,18870101,19921231,150,50.4732,8.2588,Weilburg (Kläranlage),Hessen
5419,18820101,20051231,264,50.9751,11.3076,Weimar,Thüringen
5424,19500101,20191231,328,51.0177,11.3544,Weimar-Schöndorf,Thüringen
5426,19530101,20191231,553,49.3758,8.1213,Weinbiet,Rheinland-Pfalz
5429,19310101,19831231,219,49.1512,9.292,Weinsberg,Baden-Württemberg
5431,19470101,19751231,24,53.0333,11.8,Weisen bei Wittenberge,Sachsen-Anhalt
5433,19570101,20191231,380,49.5534,6.812,Weiskirchen/Saar,Saarland
5434,19410101,19911231,317,50.0858,11.2364,Weismain,Bayern
5435,19810101,20031231,455,48.8457,8.9073,Weissach,Baden-Württemberg
5440,18790101,20191231,439,49.0115,10.9308,Weißenburg-Emetzheim,Bayern
5442,18950101,20051231,109,51.2002,11.9154,Weißenfels,Sachsen-Anhalt
5445,19840101,20071231,165,51.212,10.9956,Weißensee-Ottenhausen,Thüringen
5453,19930101,20031231,173,48.188,7.6977,Weisweil-Waldeckhof,Baden-Württemberg
5460,19790101,19831231,655,48.1477,8.6954,Wellendingen,Baden-Württemberg
5463,19950101,19971231,58,52.0654,14.6898,Wellmitz,Brandenburg
5467,18840101,20111231,1832,47.7035,12.0119,Wendelstein,Bayern
5480,20070101,20191231,85,51.5763,7.8879,Werl,Nordrhein-Westfalen
5488,19490101,19851231,216,49.9622,10.0482,"Mühlhausen, Kr. Schweinfurt",Bayern
5490,19470101,20191231,233,51.8454,10.7686,Wernigerode,Sachsen-Anhalt
5498,18810101,20031231,140,49.7667,9.5428,Wertheim-Eichel,Baden-Württemberg
5514,18720101,19611231,3,54.8991,8.3123,Westerland,Schleswig-Holstein
5516,19310101,20191231,3,54.5283,11.0606,Fehmarn,Schleswig-Holstein
5533,19910101,20031231,351,51.617,10.5843,Wieda,Niedersachsen
5538,20000101,20191231,550,47.8827,11.1576,Wielenbach (Demollstr.),Bayern
5540,18810101,20111231,147,50.0681,8.2603,Wiesbaden (Süd),Hessen
5541,19880101,20191231,263,50.132,8.317,Wiesbaden-Auringen,Hessen
5543,19460101,19851231,235,50.0863,8.1872,Wiesbaden-Dotzheim,Hessen
5546,19870101,20191231,187,52.1207,12.4585,Wiesenburg,Brandenburg
5559,18960101,20001231,383,48.7848,8.5764,"Wildbad, Bad-Calmbach",Baden-Württemberg
5560,18960101,20021231,740,48.7501,8.5365,"Wildbad, Bad-Sommerberg",Baden-Württemberg
5562,19970101,20191231,570,48.6516,8.6801,Neubulach-Oberhaugstett,Baden-Württemberg
5568,19330101,20001231,310,51.1056,9.1081,"Wildungen, Bad",Hessen
5575,18810101,19971231,1,53.5901,8.106,Wilhelmshaven,Niedersachsen
5582,19400101,20051231,580,51.294,8.6026,Willingen/Upland,Hessen
5583,19840101,20051231,594,51.2818,8.6673,Willingen/Upland-Usseln,Hessen
5609,19950101,20011231,240,48.8031,9.4699,"Winterbach, Rems-Murr-Kreis",Baden-Württemberg
5610,19580101,20081231,681,51.1968,8.5268,Winterberg,Nordrhein-Westfalen
5624,19470101,19541231,13,53.9026,11.4254,Wismar,Mecklenburg-Vorpommern
5629,19370101,20191231,105,51.8892,12.6445,Wittenberg,Sachsen-Anhalt
5640,20020101,20191231,8,53.5504,7.6672,Wittmundhafen,Niedersachsen
5643,19370101,20191231,66,53.1864,12.4949,Wittstock-Rote Mühle,Brandenburg
5644,19310101,19981231,133,51.3493,9.8438,Witzenhausen,Hessen
5654,19490101,20071231,464,49.2178,10.2296,Wörnitz-Bottenweiler,Bayern
5663,19790101,19901231,118,53.4618,13.6099,Woldegk,Mecklenburg-Vorpommern
5664,19580101,20191231,291,48.2953,8.2391,Wolfach,Baden-Württemberg
5665,19800101,20041231,677,47.818,9.797,Wolfegg,Baden-Württemberg
5675,19610101,19801231,56,52.4411,10.7587,Wolfsburg,Niedersachsen
5676,19820101,20181231,82,52.3962,10.6892,Wolfsburg (Südwest),Niedersachsen
5681,19820101,20191231,200,49.5811,7.6234,Wolfstein/Pfalz,Rheinland-Pfalz
5688,20190101,20191231,880,47.7003,8.1057,Dachsberg-Wolpadingen,Baden-Württemberg
5692,18960101,20191231,88,49.6051,8.3659,Worms,Rheinland-Pfalz
5703,19490101,19851231,170,49.7964,9.8949,Würzburg (Klärwerk),Bayern
5705,18810101,20191231,268,49.7704,9.9576,Würzburg,Bayern
5707,18810101,19521231,175,49.7995,9.928,Würzburg (Physikalisches-Institut),Bayern
5715,20020101,20191231,57,52.4605,9.4311,Wunstorf,Niedersachsen
5717,19310101,20191231,134,51.2256,7.1052,Wuppertal-Buchenhofen,Nordrhein-Westfalen
5719,20050101,20081231,235,51.2051,7.2,Remscheid,Nordrhein-Westfalen
5728,19530101,19811231,35,52.8039,12.8714,Wustrau-Ziethenhorst,Brandenburg
5731,19550101,20191231,398,47.6783,8.3801,Wutöschingen-Ofteringen,Baden-Württemberg
5732,18880101,20021231,8,54.6928,8.5271,Wrixum/Föhr,Schleswig-Holstein
5745,19330101,20191231,51,52.9664,13.3268,Zehdenick,Brandenburg
5750,19530101,20191231,264,51.0314,12.1495,Zeitz,Sachsen-Anhalt
5761,19040101,19801231,69,51.9642,12.0996,Zerbst,Sachsen-Anhalt
5778,19910101,20031231,2,54.0801,13.8989,Zinnowitz,Mecklenburg-Vorpommern
5779,19710101,20181231,877,50.7314,13.7516,Zinnwald-Georgenfeld,Sachsen
5792,19010101,20191231,2964,47.4209,10.9847,Zugspitze,Bayern
5797,18640101,20191231,353,50.6878,12.4329,Lichtentanne,Sachsen
5800,20070101,20191231,615,49.028,13.2385,Zwiesel,Bayern
5802,19470101,20021231,615,49.0007,13.2137,Zwieselberg,Bayern
5821,19590101,19761231,36,52.8482,8.719,Bassum (A),Niedersachsen
5822,19760101,20181231,40,52.863,8.6988,Bassum,Niedersachsen
5825,19540101,20181231,40,52.6198,12.7867,Berge,Brandenburg
5832,19460101,19531231,50,53.1007,11.0455,Dannenberg,Niedersachsen
5839,19980101,20191231,0,53.3881,7.2287,Emden,Niedersachsen
5840,19750101,20041231,600,48.6669,8.4699,Enzklösterle,Baden-Württemberg
5856,19980101,20191231,476,48.5451,13.3532,Fürstenzell,Bayern
5871,19990101,20191231,497,49.9462,7.2645,Hahn,Rheinland-Pfalz
5885,18810101,19761231,289,48.6582,9.4203,Kirchheim/Teck-Ötlingen,Baden-Württemberg
5890,19440101,19901231,850,47.6777,11.0473,"Kohlgrub, Bad (A)",Bayern
5898,19390101,19831231,287,48.8943,9.2058,Ludwigsburg,Baden-Württemberg
5904,19790101,20041231,431,48.6493,11.7772,Mainburg,Bayern
5906,18810101,20191231,98,49.5062,8.5585,Mannheim,Baden-Württemberg
5912,19370101,20031231,169,51.0989,9.538,Malsfeld,Hessen
5920,18880101,19961231,91,50.4485,7.4275,Neuwied,Rheinland-Pfalz
5930,20070101,20191231,1,54.641,10.0238,Schönhagen (Ostseebad),Schleswig-Holstein
5941,19380101,20191231,686,47.6754,12.4698,Reit im Winkl,Bayern
5971,19510101,19621231,510,48.8787,9.6342,Welzheim (A),Baden-Württemberg
6086,19980101,19991231,71,52.7786,13.759,Melchow-Schönholz,Brandenburg
6093,19990101,20191231,62,53.2139,10.4704,Wendisch Evern,Niedersachsen
6105,19990101,20191231,14,54.3194,9.8051,Ostenfeld (Rendsburg),Schleswig-Holstein
6109,19990101,20191231,50,53.3837,14.3728,Grambow-Schwennenz,Mecklenburg-Vorpommern
6110,19990101,20031231,11,53.8545,13.4949,Medow-Wussentin,Mecklenburg-Vorpommern
6112,19990101,19991231,2,54.267,13.143,Stralsund-Devin,Mecklenburg-Vorpommern
6129,20000101,20191231,290,51.0593,14.4266,Sohland/Spree,Sachsen
6157,20000101,20191231,8,53.641,8.0808,Wangerland-Hooksiel,Niedersachsen
6158,20000101,20191231,455,49.2247,10.6084,Weidenbach-Weiherschneidbach,Bayern
6159,19600101,20191231,8,52.9542,7.3196,Dörpen,Niedersachsen
6163,20040101,20191231,27,54.1654,10.3519,Dörnick,Schleswig-Holstein
6170,20010101,20191231,40,52.0192,14.7254,Coschen,Brandenburg
6182,20010101,20111231,404,48.7757,12.1743,Mallersdorf-Pfaffenberg,Bayern
6186,20010101,20181231,268,50.1989,7.8651,Nastätten,Rheinland-Pfalz
6197,20040101,20191231,258,51.8664,9.2709,Lügde-Paenbruch,Nordrhein-Westfalen
6199,20010101,20191231,16,54.2484,13.0418,Steinhagen-Negast,Mecklenburg-Vorpommern
6217,20020101,20191231,190,49.2406,6.9351,Saarbrücken-Burbach,Saarland
6258,20030101,20191231,459,47.6845,9.4409,Friedrichshafen-Unterraderach,Baden-Württemberg
6259,20050101,20191231,524,49.021,9.6033,Großerlach-Mannenweiler,Baden-Württemberg
6260,20030101,20191231,385,49.3328,9.704,Ingelfingen-Stachenhausen,Baden-Württemberg
6262,20030101,20191231,413,48.7695,9.8737,Schwäbisch Gmünd-Weiler,Baden-Württemberg
6263,20050101,20191231,445,47.7738,8.8219,Singen,Baden-Württemberg
6264,20050101,20191231,457,51.414,8.65,Brilon-Thülen,Nordrhein-Westfalen
6265,20050101,20191231,36,52.3613,12.3867,Wusterwitz,Brandenburg
6266,20050101,20191231,112,52.0304,10.9626,Huy-Pabstorf,Sachsen-Anhalt
6272,20050101,20191231,283,50.8426,10.2518,Moorgrund Gräfen-Nitzendorf,Thüringen
6273,20050101,20191231,36,52.5075,11.8551,Demker,Sachsen-Anhalt
6275,20050101,20191231,325,48.6705,9.4627,Notzingen,Baden-Württemberg
6304,20030101,20061231,550,49.3533,11.5053,Pilsach-Litzlohe,Bayern
6305,20050101,20191231,193,51.2061,10.4978,Mühlhausen/Thüringen-Görmar,Thüringen
6310,20050101,20191231,1,54.1049,13.8239,Karlshagen,Mecklenburg-Vorpommern
6312,20050101,20191231,362,49.5314,10.6418,Markt Erlbach-Mosbach,Bayern
6314,19500101,20191231,308,51.0507,13.3003,Nossen,Sachsen
6336,20060101,20191231,288,50.0132,9.654,Lohr/Main-Halsbach,Bayern
6337,20050101,20191231,59,51.7663,7.5194,Lüdinghausen-Brochtrup,Nordrhein-Westfalen
6344,20050101,20191231,168,50.394,8.1423,Runkel-Ennerich,Hessen
6346,20060101,20191231,531,48.207,11.2035,Maisach-Galgen,Bayern
6347,20060101,20191231,304,50.0579,10.2972,Schonungen-Mainberg,Bayern
7075,20060101,20191231,429,48.702,11.8493,Elsendorf-Horneck,Bayern
7099,20050101,20191231,187,52.0111,10.3966,Liebenburg-Othfresen,Niedersachsen
7105,20060101,20191231,719,47.835,12.6548,Siegsdorf-Höll,Bayern
7106,20070101,20191231,105,52.0714,8.4565,Bielefeld-Deppendorf,Nordrhein-Westfalen
7135,19510101,20041231,565,47.9655,9.6804,Aulendorf-Haslach,Baden-Württemberg
7187,20050101,20191231,193,49.7636,9.4063,Freudenberg/Main-Boxtal,Baden-Württemberg
7244,19670101,20021231,62,53.1424,13.0319,Neuglobsow (HM),Brandenburg
7298,20060101,20191231,5,54.5268,9.0425,Hattstedt,Schleswig-Holstein
7319,20060101,20191231,435,48.7374,10.7393,Donauwörth-Osterweiler,Bayern
7321,20060101,20191231,160,51.1507,11.3321,Olbersleben,Thüringen
7325,20120101,20151231,2650,47.4167,10.9794,Schneefernerhaus,Bayern
7329,20060101,20191231,465,50.5467,12.2863,Treuen,Sachsen
7330,20060101,20191231,159,51.4633,7.978,Arnsberg-Neheim,Nordrhein-Westfalen
7331,20060101,20191231,468,48.6099,10.2674,Hermaringen-Allewind,Baden-Württemberg
7341,20060101,20191231,119,50.09,8.7862,Offenbach-Wetterpark,Hessen
7343,20070101,20191231,688,50.6199,13.4816,Deutschneudorf-Brüderwiese,Sachsen
7350,20070101,20191231,585,49.1088,12.8231,Prackenbach-Neuhäusl,Bayern
7351,20070101,20191231,116,53.3175,13.4175,Feldberg/Mecklenburg,Mecklenburg-Vorpommern
7364,20070101,20191231,74,51.682,12.3042,Jeßnitz,Sachsen-Anhalt
7367,20080101,20191231,144,51.9643,9.8072,Alfeld,Niedersachsen
7368,20080101,20191231,312,51.0007,10.3621,Eisenach,Thüringen
7369,20080101,20191231,475,49.1623,10.3661,Feuchtwangen-Heilbronn,Bayern
7370,20070101,20191231,499,49.391,12.6838,Waldmünchen,Bayern
7373,20070101,20191231,3,53.5984,6.7024,Borkum-Flugplatz,Niedersachsen
7374,20070101,20191231,46,52.0814,6.941,Ahaus,Nordrhein-Westfalen
7389,20070101,20191231,82,52.7461,13.8427,Heckelberg,Brandenburg
7393,20100101,20191231,116,51.4493,14.2533,Hoyerswerda,Sachsen
7394,20070101,20191231,622,50.0315,11.9745,Wunsiedel-Schönbrunn,Bayern
7395,20090101,20191231,351,48.6595,12.5388,Gottfrieding,Bayern
7396,20090101,20191231,743,50.5084,9.2247,Hoherodskopf/Vogelsberg,Hessen
7403,20080101,20191231,672,47.7955,10.0324,Leutkirch-Herlazhofen,Baden-Württemberg
7410,20120101,20191231,350,50.7513,9.0224,Neu-Ulrichstein,Hessen
7412,20070101,20191231,340,50.0083,9.4238,Neuhütten/Spessart,Bayern
7419,20070101,20191231,389,50.661,12.0756,Langenwetzendorf-Göttendorf,Thüringen
7420,20080101,20191231,246,51.1044,11.7112,Naumburg/Saale-Kreipitzsch,Sachsen-Anhalt
7424,20070101,20191231,457,47.7724,12.9073,Piding,Bayern
7427,20080101,20191231,17,54.0188,9.9255,Padenstedt (Pony-Park),Schleswig-Holstein
7428,20080101,20191231,397,50.4167,10.8156,Veilsdorf,Thüringen
7431,20080101,20191231,604,48.013,11.5524,Oberhaching-Laufzorn,Bayern
7432,20080101,20191231,72,52.6423,10.6627,Wittingen-Vorhop,Niedersachsen
13670,20080101,20191231,24,51.5088,6.7018,Duisburg-Baerl,Nordrhein-Westfalen
13674,20080101,20191231,237,49.2943,8.9053,Waibstadt,Baden-Württemberg
13675,20080101,20181231,77,52.0818,9.4077,Hameln-Hastenbeck,Niedersachsen
13696,20080101,20191231,60,51.5966,7.4049,Waltrop-Abdinghof,Nordrhein-Westfalen
13700,20090101,20191231,205,51.3329,7.3411,Gevelsberg-Oberbröking,Nordrhein-Westfalen
13710,20090101,20191231,490,48.5734,12.2576,Landshut-Reithof,Bayern
13711,20080101,20191231,289,50.682,11.515,Krölpa-Rockendorf,Thüringen
13713,20080101,20191231,386,51.0899,7.6289,Meinerzhagen-Redlendorf,Nordrhein-Westfalen
13776,20090101,20101231,85,52.1789,9.9524,Hildesheim-Drispenstedt,Niedersachsen
13777,20090101,20191231,110,52.2467,10.9592,Helmstedt-Emmerstedt,Niedersachsen
13965,20090101,20171231,619,48.2639,8.8134,Balingen-Bronnhaupten,Baden-Württemberg
14138,20100101,20141231,73,52.1655,14.1224,Falkenberg (Grenzschichtmessfeld),Brandenburg
14311,19580101,20051231,530,50.15,6.5528,Hersdorf-Weißenseifen,Rheinland-Pfalz
15000,20120101,20191231,231,50.7983,6.0244,Aachen-Orsbach,Nordrhein-Westfalen
15207,20140101,20191231,317,51.2835,9.359,Schauenburg-Elgershausen,Hessen
15444,20150101,20191231,593,48.4418,9.9216,Ulm-Mähringen,Baden-Württemberg
15526,18810101,19351231,29,53.5467,9.9716,Hamburg (Deutsche Seewarte),Hamburg
15555,20170101,20191231,816,47.8761,10.5848,Kaufbeuren-Oberbeuren,Bayern
15926,19510101,19541231,370,49.341,12.133,Fronberg (Schwandorf),Bayern
15951,19770101,20031231,280,49.2121,7.5882,Pirmasens (Kläranlage),Rheinland-Pfalz
15963,19530101,20031231,40,51.3258,6.5089,St. Tönis,Nordrhein-Westfalen
15965,19700101,19831231,350,50.3102,9.7838,"Brückenau, Bad (Elisabethenhof)",Bayern
15979,19480101,19781231,426,49.9311,7.5153,Sargenroth,Rheinland-Pfalz
16085,19610101,19611231,8,53.5874,8.6011,Leherheide,Bremen
19087,19580101,19941231,645,48.8049,13.5528,Freyung vorm Wald,Bayern
